text,source,text_clean,label
Sumpah sih.. saya baru tau ada aplikasi semacam ini. Dan saya benci aplikasi ini. Aplikasi ini dengan seenaknya mengumbar ke orang orang yg tau nomor telfon saya dengan cara melihat tag di profile saya. Ini sangat merugikan.,PlayStore,sumpah sih saya baru tau ada aplikasi semacam ini dan saya benci aplikasi ini aplikasi ini dengan seenaknya mengumbar ke orang orang yg tau nomor telfon saya dengan cara melihat tag di profile saya ini sangat merugikan,1
tidak gratis,PlayStore,tidak gratis,1
aplikasi jelek sekarang verif susah gak bisa masuk perbaiki sistem lo,PlayStore,aplikasi jelek sekarang verif susah gak bisa masuk perbaiki sistem lo,0
"Suka banget pakai aplikasi ini. jadi tau mana yg penipu mana yg bukan. Tapi kadang penipu suka kasih nama di no mereka pakai nama Tiktok shop, Shopee dan lain², seakan² itu no perusahaan yg asli. Hati-hati ya, jangan sampai tertipu. Sudah aku blokir no nya, tapi mereka tetap bisa telepon no ku.",PlayStore,suka banget pakai aplikasi ini jadi tau mana yg penipu mana yg bukan tapi kadang penipu suka kasih nama di no mereka pakai nama tiktok shop shopee dan lain seakan itu no perusahaan yg asli hatihati ya jangan sampai tertipu sudah aku blokir no nya tapi mereka tetap bisa telepon no ku,1
aplikasi gak. jelas,PlayStore,aplikasi gak jelas,1
kurang dana idup loe? apa apa bayar gak bersyukur banget,PlayStore,kurang dana idup loe apa apa bayar gak bersyukur banget,1
kak.. bagaimana cara ganti nomer telpon ya? sudah diganti tapi tidak berubah,PlayStore,kak bagaimana cara ganti nomer telpon ya sudah diganti tapi tidak berubah,1
tidak bisa di masukkan,PlayStore,tidak bisa di masukkan,1
"mau login ndk bisa kenapa ya, padahal nomer sudah sesuai aku ketik tetapi ketika verifikasi ada 2 bilangan nomer yg hilang",PlayStore,mau login ndk bisa kenapa ya padahal nomer sudah sesuai aku ketik tetapi ketika verifikasi ada  bilangan nomer yg hilang,1
"Ini adalah pelanggaran privasi, bagaimana diperbolehkan mengetahui nama asli teman saya? Yang menyebabkan dia merasa tidak nyaman dan ujungnya depresi? Bagaimana kalian mengatasi ini? Aplikasi ini adalah wujud pelanggaran privasi hanya dengan menampilkan nama save kontak nya saja!",PlayStore,ini adalah pelanggaran privasi bagaimana diperbolehkan mengetahui nama asli teman saya yang menyebabkan dia merasa tidak nyaman dan ujungnya depresi bagaimana kalian mengatasi ini aplikasi ini adalah wujud pelanggaran privasi hanya dengan menampilkan nama save kontak nya saja,1
langganan ngges di batalkeun tapi nyedot wae duit di dana,PlayStore,langganan ngges di batalkeun tapi nyedot wae duit di dana,1
aplikasi mau duitnya doang Login nda bisa Taik,PlayStore,aplikasi mau duitnya doang login nda bisa taik,1
gk bisa liat nm kontak banyak iklan,PlayStore,gk bisa liat nm kontak banyak iklan,1
kenapa get contact sekarang jadi premium ya?,PlayStore,kenapa get contact sekarang jadi premium ya,1
bagus banget dah pokoknya. bisa ada pemberitahuan klo nomer yg nlpon terindikasi penipuan👍👍👍,PlayStore,bagus banget dah pokoknya bisa ada pemberitahuan klo nomer yg nlpon terindikasi penipuan,2
"perasaan dulu ga perlu bayar, sekarang harus bayar, tolong doang buat kaya dulu lagi jangan pakai bayaran",PlayStore,perasaan dulu ga perlu bayar sekarang harus bayar tolong doang buat kaya dulu lagi jangan pakai bayaran,1
bisa mengetahui nama kontak kita,PlayStore,bisa mengetahui nama kontak kita,1
APLIKASIII NOLL PRIVASI.,PlayStore,aplikasiii noll privasi,1
banyak iklannya,PlayStore,banyak iklannya,1
no rekomendasi liat tagar kudu bayar,PlayStore,no rekomendasi liat tagar kudu bayar,1
excellent,PlayStore,excellent,1
"dulu sempet ku pandang sebelah mata, ternyata apk ini berguna banget penyelamat gara gara apk ini gajadi awak ketipu beli kreta keren.🤘🏾",PlayStore,dulu sempet ku pandang sebelah mata ternyata apk ini berguna banget penyelamat gara gara apk ini gajadi awak ketipu beli kreta keren,2
harus bayar kalo mau liat nama nama nya,PlayStore,harus bayar kalo mau liat nama nama nya,1
aplikasi buriq jelek jangan di coba,PlayStore,aplikasi buriq jelek jangan di coba,0
Nggak bisa login ke aplikasinya katanya perlu internet padahal aku udah ada internet yang lancar,PlayStore,nggak bisa login ke aplikasinya katanya perlu internet padahal aku udah ada internet yang lancar,1
"kenapa harus berbayar sih,mana mahal lagi buat seminggu doang",PlayStore,kenapa harus berbayar sihmana mahal lagi buat seminggu doang,1
"hallo admin, aplikasi ini sudah 5 bulan yang lalu. sering reset default settingan sendiri pdahal sudah di set sebagai anti tlp spam giliran setelah bayar bulanan balik lgi engga ke set setiap tanggal pembayaran harus setting aplikasi jdi default terus secra manual tolong perbaiki segera",PlayStore,hallo admin aplikasi ini sudah  bulan yang lalu sering reset default settingan sendiri pdahal sudah di set sebagai anti tlp spam giliran setelah bayar bulanan balik lgi engga ke set setiap tanggal pembayaran harus setting aplikasi jdi default terus secra manual tolong perbaiki segera,1
gak jelas. verifikasi susah udh coba berkali kali gagal terus verifikasi.,PlayStore,gak jelas verifikasi susah udh coba berkali kali gagal terus verifikasi,1
APLIKASI GA GUNA,PlayStore,aplikasi ga guna,1
aplikasi kuntulll,PlayStore,aplikasi kuntulll,1
sangat membantu no yg tidak masuk dalam kontak,PlayStore,sangat membantu no yg tidak masuk dalam kontak,2
masukin nomor salah Mulu buat verivikasi,PlayStore,masukin nomor salah mulu buat verivikasi,1
"account wa saya terbaca spam karena pakai di 2 accoujt, dibantu solusi gan",PlayStore,account wa saya terbaca spam karena pakai di  accoujt dibantu solusi gan,1
"sangat membantu,,",PlayStore,sangat membantu,2
semua harus premium ngak guna banget,PlayStore,semua harus premium ngak guna banget,1
aplikasi nya mantaaap,PlayStore,aplikasi nya mantaaap,1
"ga bisa lihat tag an orang, soalnya butuh banget",PlayStore,ga bisa lihat tag an orang soalnya butuh banget,1
tiba² berbayar anjir,PlayStore,tiba berbayar anjir,1
gabisa dilihat tag nomor asing nya kecewa berat😔,PlayStore,gabisa dilihat tag nomor asing nya kecewa berat,0
aplikasi ambil duit terus,PlayStore,aplikasi ambil duit terus,1
apk ga jelas ga kaya duluuuuu ga recommended pokonya jangan di unduh!!,PlayStore,apk ga jelas ga kaya duluuuuu ga recommended pokonya jangan di unduh,1
apa apa serba bayar 😁,PlayStore,apa apa serba bayar,1
agak sulit masuk dengan no hp saya yg lama,PlayStore,agak sulit masuk dengan no hp saya yg lama,1
"ga suka banget sama getcontact sekarang, mau lihat tag nya aja harus premium, dulu bisa aja tuh tanpa premium², tolong di perbaiki aja, cuman mau lihat nama² di kontak masa harus premium",PlayStore,ga suka banget sama getcontact sekarang mau lihat tag nya aja harus premium dulu bisa aja tuh tanpa premium tolong di perbaiki aja cuman mau lihat nama di kontak masa harus premium,2
"haruss premium dulu,jd jadi bintang satu",PlayStore,haruss premium dulujd jadi bintang satu,1
Kenapa mendadak berbayar padahal semalem engk,PlayStore,kenapa mendadak berbayar padahal semalem engk,1
aplikasi ya mantap ber manfaat buat aku jadi aku beri bintang 5,PlayStore,aplikasi ya mantap ber manfaat buat aku jadi aku beri bintang,2
apk gaje,PlayStore,apk gaje,1
masa mau liat tag kontak aja harus premium waktu itu enggak deh,PlayStore,masa mau liat tag kontak aja harus premium waktu itu enggak deh,1
"dikit² premium,jelek banget😹",PlayStore,dikit premiumjelek banget,1
"jangan pakai premium,tolong uang saya tidak cukup",PlayStore,jangan pakai premiumtolong uang saya tidak cukup,1
susah bet cara masuk nya,PlayStore,susah bet cara masuk nya,1
"bug nya benerin dong, masa ngasih nomor kita verivikasi nya ke nomer yang lain padahal nomer yang ku kasih udah bener",PlayStore,bug nya benerin dong masa ngasih nomor kita verivikasi nya ke nomer yang lain padahal nomer yang ku kasih udah bener,1
"ngecek nomor sebulan sekali aja belum tentu, udah suruh bayar premium yang mahal pulak wakk",PlayStore,ngecek nomor sebulan sekali aja belum tentu udah suruh bayar premium yang mahal pulak wakk,1
bayarrr terosss,PlayStore,bayarrr terosss,1
get contact saya bermasalah tolong bantu kembalikan seperti semula,PlayStore,get contact saya bermasalah tolong bantu kembalikan seperti semula,1
banyak iklan aplikasi ga guna,PlayStore,banyak iklan aplikasi ga guna,1
nama nya nge sv no sendiri tidak muncul semua,PlayStore,nama nya nge sv no sendiri tidak muncul semua,1
Ga bisa liat semua kontak yang nge sv no kuu,PlayStore,ga bisa liat semua kontak yang nge sv no kuu,1
"saldo dana tiba tiba kesedot 19rb, akukira kalau mau lanjut langganan akan ada verifikasi teroebih dahulu. ini gimana yaa apakah bisa direfund",PlayStore,saldo dana tiba tiba kesedot rb akukira kalau mau lanjut langganan akan ada verifikasi teroebih dahulu ini gimana yaa apakah bisa direfund,1
gaguna,PlayStore,gaguna,1
ok banget sangat membantu 🙏👍,PlayStore,ok banget sangat membantu,2
ok...,PlayStore,ok,1
kd tau caranya,PlayStore,kd tau caranya,1
sangat membantu 👍🏻,PlayStore,sangat membantu,2
banyak iklan+bayar,PlayStore,banyak iklanbayar,1
aplikasi mantab,PlayStore,aplikasi mantab,1
Tiap bulan di potong mulu uang saya. Mau berhenti langganan ngga bisa..Ada yg bisa bantu saya??,PlayStore,tiap bulan di potong mulu uang saya mau berhenti langganan ngga bisaada yg bisa bantu saya,1
ok.....,PlayStore,ok,1
tagar nya ngarang,PlayStore,tagar nya ngarang,1
"tujuan aplikasi ini, mendapatkan uang dengan menyebarkan nomer, untuk menghapus nomer yang tersimpan di data base mereka, pemilik nomer harus membayar cara yang sangat licik intuk mendapatkan uang",PlayStore,tujuan aplikasi ini mendapatkan uang dengan menyebarkan nomer untuk menghapus nomer yang tersimpan di data base mereka pemilik nomer harus membayar cara yang sangat licik intuk mendapatkan uang,1
knp jadi berbayar,PlayStore,knp jadi berbayar,1
pelit dan berbayar,PlayStore,pelit dan berbayar,1
"KECEWA!!!! Padahal udah pernah langganan, eh pas stelah ganti android malah gak bisa verifikasi. Padahal nomor yang dilampirkan udah benar, malah kurang 1 nomor!!! Mending pake Truecaller id aja lah,,,",PlayStore,kecewa padahal udah pernah langganan eh pas stelah ganti android malah gak bisa verifikasi padahal nomor yang dilampirkan udah benar malah kurang  nomor mending pake truecaller id aja lah,0
saya kasih bintang satu ( malas) buat apa sih pakai segala paket premium / paket bulanan untuk melihat nama temen dll di get contact,PlayStore,saya kasih bintang satu  malas buat apa sih pakai segala paket premium  paket bulanan untuk melihat nama temen dll di get contact,1
gabisa liat tag sedikit pun dulu gratis skrg harus bayar wkwk,PlayStore,gabisa liat tag sedikit pun dulu gratis skrg harus bayar wkwk,1
Aplikasi tidak berguna di suruh masukan nomor tapi di tolak pas verifikasi,PlayStore,aplikasi tidak berguna di suruh masukan nomor tapi di tolak pas verifikasi,1
sangat berguna sekali terus tingkatkan keamanan pengguna semoga semakin sukses,PlayStore,sangat berguna sekali terus tingkatkan keamanan pengguna semoga semakin sukses,1
gabisa liat nomor yang melihat tag kita.,PlayStore,gabisa liat nomor yang melihat tag kita,1
real bagus saya suka,PlayStore,real bagus saya suka,2
apk banyak iklannya,PlayStore,apk banyak iklannya,1
dikit dikit premium,PlayStore,dikit dikit premium,1
sanggat membantu dalam cari karyawan,PlayStore,sanggat membantu dalam cari karyawan,2
gabisa liat orang lain save nomorkita dengan nama apa,PlayStore,gabisa liat orang lain save nomorkita dengan nama apa,1
"semua harus premium, kalo ga ga bakal bisa lihat tag.",PlayStore,semua harus premium kalo ga ga bakal bisa lihat tag,1
ngak biasa di buka,PlayStore,ngak biasa di buka,1
banyak iklan tidak sangat tidak recomended👎,PlayStore,banyak iklan tidak sangat tidak recomended,1
udh nonton iklan tapi ternyata tag nya gbs diliat.buat apa nonton iklN,PlayStore,udh nonton iklan tapi ternyata tag nya gbs diliatbuat apa nonton ikln,1
Masukin nmor tlpon gagal ga bs login ..,PlayStore,masukin nmor tlpon gagal ga bs login,1
"apk banyak mau verifikasi aja gak jelas, udh gitu dikasih batas lagi mikir!",PlayStore,apk banyak mau verifikasi aja gak jelas udh gitu dikasih batas lagi mikir,1
terlalu mengeluarkan uang,PlayStore,terlalu mengeluarkan uang,1
gak asik masak liat tgnya harus berbayar ngga worit,PlayStore,gak asik masak liat tgnya harus berbayar ngga worit,1
"Untuk tag yg dihapus seenggaknya bisa dihapus permanen biar tidak bisa dilihat lagi jangan disembunyikan, dan saya berlangganan tetep aja gabisa nambahin tag kontak orang.. gajelas",PlayStore,untuk tag yg dihapus seenggaknya bisa dihapus permanen biar tidak bisa dilihat lagi jangan disembunyikan dan saya berlangganan tetep aja gabisa nambahin tag kontak orang gajelas,1
"terlalu pelit masa cuma nampilin 1 tag aja slebih nya harus premium wkwkwk dulu ga kyk gini deh, makin pelit aja makin kesini",PlayStore,terlalu pelit masa cuma nampilin  tag aja slebih nya harus premium wkwkwk dulu ga kyk gini deh makin pelit aja makin kesini,1
tidak bisa melihat tag harus berbayar,PlayStore,tidak bisa melihat tag harus berbayar,1
di lock semua,PlayStore,di lock semua,1
"mantaf, bisa selektif untuk menerima panggilan no takdikenal",PlayStore,mantaf bisa selektif untuk menerima panggilan no takdikenal,1
g bs di pke,PlayStore,g bs di pke,1
susah susah download tapi ternyata bayar dih,PlayStore,susah susah download tapi ternyata bayar dih,1
sangat baik untuk menjaga keamanan perangkat dan akun,PlayStore,sangat baik untuk menjaga keamanan perangkat dan akun,1
gk sesuai namaku akhdan di apknya herlina,PlayStore,gk sesuai namaku akhdan di apknya herlina,1
harus bayar👎👎👎👎,PlayStore,harus bayar,1
sy tidak perlu mengangkat telp jika tau no telp yg menghubungi saya adalah penipu ..tdk ada lg kecemasan dan kekhawatiran dalam mengangkat telp ...,PlayStore,sy tidak perlu mengangkat telp jika tau no telp yg menghubungi saya adalah penipu tdk ada lg kecemasan dan kekhawatiran dalam mengangkat telp,0
kata nya gratis,PlayStore,kata nya gratis,1
gk berguna banget harus berbayar setiap even,PlayStore,gk berguna banget harus berbayar setiap even,1
biasa aja sih gua cuma coba coba yg mau lebih berlangganan,PlayStore,biasa aja sih gua cuma coba coba yg mau lebih berlangganan,1
"setelah install aplikasi ini malah banyak spam telepon yg masuk..😡😡😡 setelah aplikasi di uninstall,telpon spam tdk ada lagi..",PlayStore,setelah install aplikasi ini malah banyak spam telepon yg masuk setelah aplikasi di uninstalltelpon spam tdk ada lagi,1
"ga bisa login login, kalo login pake no angka no nya hilang 1",PlayStore,ga bisa login login kalo login pake no angka no nya hilang,1
maksih,PlayStore,maksih,1
masih dicoha,PlayStore,masih dicoha,1
"nomor sllu kurang pdhl sudah pas saat pengetikan,tdk bisa login ggal trs",PlayStore,nomor sllu kurang pdhl sudah pas saat pengetikantdk bisa login ggal trs,1
Terima kasih sudah memberikan rasa aman,PlayStore,terima kasih sudah memberikan rasa aman,2
aplikasi tidak jelas batas limit penggunaan.baru 10-20 pencarian sudah limit,PlayStore,aplikasi tidak jelas batas limit penggunaanbaru  pencarian sudah limit,1
sudah tidak membantu semuah serba bayar,PlayStore,sudah tidak membantu semuah serba bayar,2
kurang jelas,PlayStore,kurang jelas,1
aplikasi ngelunjak,PlayStore,aplikasi ngelunjak,1
mnta,PlayStore,mnta,1
ok ok,PlayStore,ok ok,1
Bintang lima karena bisa bantu saya yang menyimpan no wa saya dengan nama apa sajaaa...,PlayStore,bintang lima karena bisa bantu saya yang menyimpan no wa saya dengan nama apa sajaaa,1
aplikasi sampah. mau login aja susah banget. buat akun baru aja gak ada pilihannya. aplikasi sampah.,PlayStore,aplikasi sampah mau login aja susah banget buat akun baru aja gak ada pilihannya aplikasi sampah,1
buruk sekali. habis pembayaran langganan bulanan .untuk melihat tag orang 1x pun tidak bisa.. semakin buruk aplikasinya,PlayStore,buruk sekali habis pembayaran langganan bulanan untuk melihat tag orang x pun tidak bisa semakin buruk aplikasinya,0
"sebiji doang tag nya buset, lama-lama semua apk pada premium",PlayStore,sebiji doang tag nya buset lamalama semua apk pada premium,1
"iklan yang masuk, sering mengganggu saat membuka aplikasi Al- Qur'an, ketika sedang membaca bersama Keluarga Tercinta, cara menolaknya tidak Tau . terima kasih.",PlayStore,iklan yang masuk sering mengganggu saat membuka aplikasi al quran ketika sedang membaca bersama keluarga tercinta cara menolaknya tidak tau  terima kasih,1
verifikasi gagal terus aneh..,PlayStore,verifikasi gagal terus aneh,1
aku coba kasi 3 bintang sja dlu,PlayStore,aku coba kasi  bintang sja dlu,1
